message_id,sender_person_id,receiver_person_id,timestamp,message_type,body,deleted_flag,edited_flag,source_device
MSG00273,P016,P009,2026-03-26 18:15:46,text,location pin bhej raha hu,False,False,DEV-P016
MSG00274,P010,P032,2026-02-27 18:30:58,text,Can we reschedule to 4pm?,False,False,DEV-P010
MSG00275,P020,P001,2025-11-20 23:30:33,text,"Thanks, received the payment.",False,False,DEV-P020
MSG00276,P001,P016,2026-04-05 19:05:56,text,See you at the office tomorrow.,False,False,DEV-P001
MSG00277,P028,P026,2026-03-07 12:55:36,text,wo paise abhi tak nahi aaye,False,False,DEV-P028
MSG00278,P038,P035,2025-09-19 17:05:19,text,let's meet near the old gate,False,False,DEV-P038
MSG00279,P007,P019,2025-12-21 06:25:02,text,"office mein hi hu, baad mein baat karta hu",False,False,DEV-P007
MSG00280,P032,P038,2026-03-12 15:35:23,text,Reminder: rent due on the 5th.,False,False,DEV-P032
MSG00281,P011,P007,2025-10-04 18:35:49,text,"ok noted, will confirm by evening",False,False,DEV-P011
MSG00282,P029,P003,2026-04-07 20:25:01,text,Let's catch up this weekend.,False,False,DEV-P029
MSG00283,P021,P020,2025-10-04 13:30:47,text,meeting shift ho gayi hai,False,False,DEV-P021
MSG00284,P037,P028,2026-01-01 18:10:55,text,Can we reschedule to 4pm?,False,False,DEV-P037
MSG00285,P037,P008,2026-02-09 18:15:04,text,Traffic is bad near the mall today.,False,False,DEV-P037
MSG00286,P015,P027,2026-01-08 09:25:04,text,wo paise abhi tak nahi aaye,False,False,DEV-P015
MSG00287,P030,P021,2025-09-19 17:20:22,text,Please send the invoice by evening.,False,False,DEV-P030
MSG00288,P032,P011,2025-11-18 17:00:50,text,invoice bhej diya hai check kar lena,False,False,DEV-P032
MSG00289,P026,P030,2025-09-12 14:45:57,text,are you still coming tonight?,False,False,DEV-P026
MSG00290,P021,P002,2025-11-24 06:30:59,text,documents leke aana mat bhoolna,False,False,DEV-P021
MSG00291,P031,P009,2026-02-20 06:40:17,text,"ok noted, will confirm by evening",False,False,DEV-P031
MSG00292,P001,P032,2025-11-13 19:00:35,text,aaj thoda late ho jayega,False,False,DEV-P001
MSG00293,P013,P032,2026-01-14 23:05:25,text,Running 10 minutes late.,False,False,DEV-P013
MSG00294,P005,P020,2025-11-27 06:40:22,text,Traffic is bad near the mall today.,False,False,DEV-P005
MSG00295,P014,P004,2025-09-24 08:25:22,text,kal 8 bje east gate aa jana,False,False,DEV-P014
MSG00296,P035,P016,2025-11-02 06:05:31,text,Reminder: rent due on the 5th.,False,False,DEV-P035
MSG00297,P017,P031,2026-03-10 17:55:47,text,Please send the invoice by evening.,False,False,DEV-P017
MSG00298,P004,P012,2025-10-22 18:45:56,text,Running 10 minutes late.,False,False,DEV-P004
MSG00299,P020,P031,2025-10-22 15:45:02,text,Running 10 minutes late.,False,False,DEV-P020
MSG00300,P012,P028,2025-12-01 08:35:38,text,wo paise abhi tak nahi aaye,False,False,DEV-P012
MSG00301,P033,P006,2026-02-03 20:10:07,text,Can we reschedule to 4pm?,False,False,DEV-P033
MSG00302,P004,P005,2026-01-19 15:05:40,text,"don't call me right now, will explain later",False,False,DEV-P004
MSG00303,P007,P037,2026-04-25 17:25:23,text,Please review the attached document.,False,False,DEV-P007
MSG00304,P017,P012,2025-10-20 23:45:45,text,See you at the office tomorrow.,False,False,DEV-P017
MSG00305,P036,P041,2025-10-04 20:00:33,text,location pin bhej raha hu,False,False,DEV-P036
MSG00306,P027,P010,2025-11-13 20:50:06,text,Can we reschedule to 4pm?,False,False,DEV-P027
MSG00307,P030,P012,2026-01-27 09:30:22,text,Let's catch up this weekend.,False,False,DEV-P030
MSG00308,P042,P017,2026-04-16 19:20:03,text,"kal ka plan cancel, kuch kaam aa gaya",False,False,DEV-P042
MSG00309,P006,P013,2025-11-10 09:30:32,text,"Thanks, received the payment.",False,False,DEV-P006
MSG00310,P003,P029,2025-10-03 14:45:29,text,Please send the invoice by evening.,False,False,DEV-P003
MSG00311,P025,P031,2025-10-04 16:55:17,text,"office mein hi hu, baad mein baat karta hu",False,False,DEV-P025
MSG00312,P012,P014,2026-02-23 10:20:45,text,location pin bhej raha hu,False,False,DEV-P012
MSG00313,P003,P030,2025-09-24 07:55:55,text,Traffic is bad near the mall today.,False,False,DEV-P003
MSG00314,P003,P019,2026-02-04 14:40:30,text,Please review the attached document.,False,False,DEV-P003
MSG00315,P002,P007,2025-12-12 22:15:56,text,location pin bhej raha hu,False,False,DEV-P002
MSG00316,P037,P019,2025-10-13 19:30:36,text,mummy ko bata dena main late aaunga,False,False,DEV-P037
MSG00317,P019,P035,2025-11-18 18:25:13,text,See you at the office tomorrow.,False,False,DEV-P019
MSG00318,P025,P012,2026-01-16 20:05:50,text,"kal ka plan cancel, kuch kaam aa gaya",False,False,DEV-P025
MSG00319,P018,P011,2026-02-20 16:30:34,text,location pin bhej raha hu,False,False,DEV-P018
MSG00320,P004,P020,2025-12-09 11:50:27,text,Let's catch up this weekend.,False,False,DEV-P004
MSG00321,P009,P042,2026-03-14 17:03:00,text,let's meet near the old gate,False,False,DEV-P009
MSG00322,P042,P009,2026-03-14 17:09:00,text,are you still coming tonight?,False,False,DEV-P042
MSG00323,P009,P042,2026-03-14 19:40:00,text,"don't call me right now, will explain later",True,False,DEV-P009
MSG00324,P037,P042,2026-03-12 00:00:00,text,documents leke aana mat bhoolna,False,False,DEV-P037
MSG00325,P026,P042,2026-02-23 00:00:00,text,"that money you owe me, I'm not letting this go",False,False,DEV-P026
MSG10000,P037,P042,2026-03-10 18:22:14,text,Need to go over the warehouse documents before the meeting.,False,False,DEV-P037
MSG10001,P042,P037,2026-03-10 18:23:02,text,Okay. Monday morning is difficult. Can we do Sunday?,False,False,DEV-P042
MSG10002,P037,P042,2026-03-10 18:24:11,text,Sunday after 6 works for me.,False,False,DEV-P037
MSG10003,P037,P042,2026-03-13 19:12:20,text,Are you still bringing the revised file tomorrow?,False,False,DEV-P037
MSG10004,P042,P037,2026-03-13 19:15:01,text,"Yes, I have the printed copy.",False,False,DEV-P042
MSG10005,P009,P042,2026-03-13 22:31:07,text,Did you leave the rear gate key with security?,False,False,DEV-P009
MSG10006,P042,P009,2026-03-13 22:33:18,text,"No, I still have it.",False,False,DEV-P042
MSG10007,P009,P042,2026-03-13 22:34:02,text,Okay. I will check in the morning.,False,False,DEV-P009
MSG10008,P009,P042,2026-03-14 20:58:44,text,Are you still at the warehouse?,False,False,DEV-P009
MSG10009,P042,P009,2026-03-14 21:01:10,text,For a little while. Why?,False,False,DEV-P042
MSG10010,P009,P042,2026-03-14 21:02:05,text,Nothing urgent. Call me when you leave.,False,False,DEV-P009
MSG10011,P009,P042,2026-02-27 09:05:13,text,I can return the remaining amount tomorrow.,False,False,DEV-P009
MSG10012,P042,P009,2026-02-27 09:06:22,text,No rush. Just send it after your salary clears.,False,False,DEV-P042
MSG10013,P009,P042,2026-02-28 10:18:31,text,Sent it now. Check your account.,False,False,DEV-P009
MSG10014,P042,P009,2026-02-28 10:20:04,text,"Got it, thanks.",False,False,DEV-P042
MSG10015,P026,P042,2026-03-12 14:10:08,text,You still owe me an answer about the money.,False,False,DEV-P026
MSG10016,P042,P026,2026-03-12 14:12:33,text,I told you I am checking the records.,False,False,DEV-P042
MSG10017,P026,P042,2026-03-12 14:14:01,text,Fine. Let me know when you have it.,False,False,DEV-P026
MSG10018,P042,P026,2026-03-13 11:03:10,text,I will call you next week.,False,False,DEV-P042
MSG10019,P006,P042,2026-03-14 18:05:12,text,I am on the evening shift today.,False,False,DEV-P006
MSG10020,P042,P006,2026-03-14 18:06:09,text,Okay. I may stop by later for fuel.,False,False,DEV-P042
MSG10021,P006,P042,2026-03-14 21:22:44,text,Station is busy tonight.,False,False,DEV-P006
MSG10022,P042,P006,2026-03-14 21:25:01,text,No problem. I will not come by.,False,False,DEV-P042
MSG10023,P025,P042,2026-03-11 08:41:17,text,Can you confirm the property inspection time?,False,False,DEV-P025
MSG10024,P042,P025,2026-03-11 08:42:29,text,Thursday afternoon should work.,False,False,DEV-P042
MSG10025,P025,P042,2026-03-12 15:18:06,text,I passed the area earlier. Traffic was heavy.,False,False,DEV-P025
MSG10026,P042,P025,2026-03-12 15:19:32,text,Thanks for letting me know.,False,False,DEV-P042
